od,od_time,fd,fd_time,td,td_time,omd,omd_time,fmd,fmd_time,tmd,tmd_time
0.006232,0.001880,0.012118,0.000001,0.012118,0.000024,0.133089,0.015639,0.133089,0.000000,0.134165,0.000029
0.006654,0.001444,0.063571,0.000001,0.063315,0.000033,0.274079,0.020782,0.273880,0.000001,0.274438,0.000027
0.009544,0.002019,0.114346,0.000001,0.113864,0.000023,0.342528,0.019859,0.342358,0.000002,0.342220,0.000029
0.006940,0.002104,0.071278,0.000002,0.069156,0.000025,0.394767,0.018278,0.394662,0.000002,0.395129,0.000036
0.013247,0.002774,0.103613,0.000002,0.103613,0.000022,0.408779,0.016200,0.408390,0.000002,0.409431,0.000029
0.014798,0.002968,0.084359,0.000001,0.084359,0.000025,0.371144,0.016324,0.371144,0.000003,0.372180,0.000034
0.007406,0.001870,0.016182,0.000001,0.016182,0.000023,0.225665,0.015776,0.225475,0.000003,0.226310,0.000028
0.006428,0.001888,0.014993,0.000001,0.014873,0.000023,0.156353,0.015840,0.156353,0.000000,0.156100,0.000033
0.008204,0.001208,0.032937,0.000002,0.032937,0.000024,0.260352,0.013887,0.260300,0.000000,0.260002,0.000030
0.006925,0.001471,0.011651,0.000002,0.011621,0.000024,0.391717,0.018673,0.391506,0.000000,0.391653,0.000032
0.010838,0.002092,0.097381,0.000001,0.097381,0.000025,0.451133,0.021505,0.451113,0.000002,0.451449,0.000031
0.011697,0.002500,0.150986,0.000001,0.150986,0.000025,0.426312,0.015429,0.425494,0.000001,0.426765,0.000027
0.015701,0.002923,0.078007,0.000002,0.077013,0.000025,0.377508,0.017087,0.377079,0.000002,0.377322,0.000030
0.006051,0.001964,0.011651,0.000002,0.011651,0.000023,0.188213,0.014388,0.187814,0.000002,0.187966,0.000030
0.006292,0.001813,0.006894,0.000000,0.006879,0.000023,0.135438,0.013940,0.135438,0.000002,0.135951,0.000029
0.006669,0.002010,0.013127,0.000000,0.013127,0.000024,0.175259,0.013515,0.175241,0.000002,0.174811,0.000031
0.006247,0.001093,0.007271,0.000000,0.007256,0.000026,0.381993,0.015196,0.381993,0.000000,0.381865,0.000030
0.006292,0.001625,0.008641,0.000001,0.008641,0.000028,0.406888,0.015666,0.406686,0.000000,0.405959,0.000036
0.006744,0.002269,0.050369,0.000001,0.049300,0.000031,0.407047,0.016270,0.407047,0.000001,0.406671,0.000038
0.008776,0.002599,0.079994,0.000000,0.078865,0.000026,0.458180,0.015863,0.457830,0.000002,0.457367,0.000036
0.006307,0.001735,0.041277,0.000000,0.039801,0.000029,0.371109,0.015630,0.371020,0.000001,0.369439,0.000036
0.005555,0.001539,0.015746,0.000000,0.014963,0.000025,0.269302,0.018189,0.269302,0.000001,0.268952,0.000030
0.007015,0.001330,0.044378,0.000001,0.044378,0.000022,0.376884,0.015589,0.376631,0.000001,0.377102,0.000032
0.007286,0.001541,0.039199,0.000001,0.039199,0.000024,0.395330,0.015559,0.395313,0.000002,0.395432,0.000031
0.007406,0.002238,0.096011,0.000001,0.095078,0.000029,0.446647,0.016307,0.446195,0.000002,0.446000,0.000032
0.009348,0.002591,0.114496,0.000001,0.113729,0.000031,0.453643,0.016137,0.453376,0.000002,0.452956,0.000039
0.006774,0.002336,0.095800,0.000002,0.095800,0.000030,0.458285,0.016005,0.457843,0.000002,0.457811,0.000037
0.006006,0.001773,0.043730,0.000002,0.043730,0.000025,0.391167,0.015298,0.391080,0.000002,0.391390,0.000038
0.005630,0.001438,0.010447,0.000001,0.010447,0.000026,0.277977,0.014588,0.277660,0.000001,0.277262,0.000032
0.006142,0.001166,0.014361,0.000001,0.014361,0.000026,0.376188,0.015777,0.375852,0.000000,0.376613,0.000031
0.006021,0.001445,0.013699,0.000001,0.013699,0.000025,0.379209,0.016084,0.378866,0.000000,0.379714,0.000032
0.009679,0.002096,0.085880,0.000002,0.085880,0.000025,0.432233,0.015332,0.431942,0.000001,0.433037,0.000032
0.007873,0.002478,0.069908,0.000002,0.069908,0.000027,0.441644,0.016576,0.441526,0.000003,0.442012,0.000035
0.008550,0.002356,0.077826,0.000001,0.077826,0.000031,0.453806,0.016102,0.453689,0.000002,0.453474,0.000034
0.005856,0.001609,0.033404,0.000001,0.033404,0.000026,0.387729,0.015474,0.387476,0.000002,0.387786,0.000035
0.005871,0.001561,0.010176,0.000002,0.010176,0.000025,0.235251,0.014015,0.235251,0.000001,0.235057,0.000032
0.005495,0.001082,0.015957,0.000002,0.015957,0.000023,0.271163,0.014073,0.270924,0.000001,0.272084,0.000033
0.005856,0.001487,0.011802,0.000000,0.011621,0.000021,0.310324,0.014521,0.309873,0.000001,0.309330,0.000031
0.006879,0.002186,0.034382,0.000000,0.034382,0.000025,0.377449,0.015097,0.376996,0.000000,0.376528,0.000033
0.006473,0.002583,0.048337,0.000000,0.048337,0.000027,0.405117,0.015461,0.405016,0.000001,0.405429,0.000033
0.005826,0.002059,0.015249,0.000001,0.015249,0.000026,0.426869,0.015815,0.426766,0.000001,0.427924,0.000046
0.006202,0.001791,0.040148,0.000001,0.039440,0.000026,0.396597,0.015597,0.396483,0.000003,0.396700,0.000034
0.005495,0.001507,0.012750,0.000000,0.012750,0.000024,0.284352,0.014423,0.284254,0.000001,0.283643,0.000032
0.006774,0.001340,0.040102,0.000000,0.040102,0.000022,0.366765,0.015186,0.366765,0.000001,0.366385,0.000030
0.005946,0.001467,0.015264,0.000000,0.015068,0.000026,0.397891,0.015536,0.397798,0.000001,0.397266,0.000033
0.009152,0.002153,0.051152,0.000001,0.050534,0.000027,0.441440,0.016708,0.441440,0.000002,0.442290,0.000038
0.006262,0.002520,0.064564,0.000001,0.063812,0.000027,0.430621,0.016827,0.430400,0.000002,0.430607,0.000039
0.008008,0.002436,0.062381,0.000001,0.062381,0.000026,0.459263,0.017025,0.459140,0.000001,0.459164,0.000032
0.005841,0.002066,0.087205,0.000001,0.084058,0.000026,0.411835,0.015410,0.411508,0.000001,0.410238,0.000034
0.005479,0.001312,0.008460,0.000002,0.008460,0.000026,0.235566,0.013771,0.235566,0.000002,0.234962,0.000028
0.010116,0.002160,0.064098,0.000002,0.064098,0.000024,0.356158,0.014271,0.356048,0.000002,0.356338,0.000029
0.006127,0.001454,0.018245,0.000001,0.018245,0.000026,0.414404,0.015610,0.414251,0.000001,0.414316,0.000033
0.010327,0.002298,0.069968,0.000001,0.069020,0.000028,0.455829,0.015857,0.455669,0.000001,0.455742,0.000035
0.005630,0.002531,0.018847,0.000001,0.018847,0.000027,0.441317,0.017138,0.441317,0.000002,0.441248,0.000037
0.006819,0.002172,0.037995,0.000002,0.037995,0.000027,0.429275,0.016154,0.429192,0.000003,0.429620,0.000036
0.005976,0.001659,0.043414,0.000002,0.043414,0.000026,0.391340,0.015989,0.391340,0.000003,0.391391,0.000034
0.005961,0.001609,0.018546,0.000001,0.018546,0.000023,0.302278,0.014579,0.302072,0.000001,0.302045,0.000033
0.005826,0.001118,0.011275,0.000001,0.011275,0.000024,0.365134,0.015557,0.364887,0.000000,0.365555,0.000032
0.005826,0.001473,0.011034,0.000001,0.010417,0.000029,0.372221,0.016313,0.371581,0.000001,0.372114,0.000034
0.008219,0.002318,0.071865,0.000002,0.071865,0.000029,0.409033,0.016944,0.408899,0.000001,0.409621,0.000034
0.007768,0.002494,0.070962,0.000000,0.070510,0.000029,0.376551,0.015490,0.376551,0.000002,0.377838,0.000038
0.007361,0.002313,0.069411,0.000000,0.069411,0.000026,0.453790,0.016434,0.453342,0.000002,0.453401,0.000033
0.005871,0.001788,0.059491,0.000000,0.058799,0.000027,0.403700,0.015547,0.403700,0.000002,0.402999,0.000032
0.005525,0.001438,0.014015,0.000001,0.014015,0.000028,0.277906,0.015115,0.277692,0.000003,0.277855,0.000034
0.006593,0.001181,0.012043,0.000001,0.012043,0.000028,0.376802,0.015898,0.376723,0.000001,0.377508,0.000033
0.006142,0.001465,0.024989,0.000000,0.024989,0.000023,0.395703,0.016410,0.395492,0.000000,0.396414,0.000034
0.008460,0.002202,0.054403,0.000000,0.054403,0.000029,0.432325,0.016709,0.432009,0.000000,0.431709,0.000037
0.006834,0.002182,0.046545,0.000000,0.046545,0.000029,0.400955,0.015694,0.400739,0.000001,0.400524,0.000037
0.008325,0.002504,0.099368,0.000002,0.096523,0.000027,0.439633,0.016647,0.439158,0.000002,0.438224,0.000035
0.005479,0.001326,0.018335,0.000002,0.018335,0.000029,0.329295,0.015809,0.329295,0.000002,0.330011,0.000036
0.005479,0.001309,0.006443,0.000001,0.006443,0.000027,0.260914,0.015150,0.260914,0.000002,0.261406,0.000036
0.005886,0.001269,0.013202,0.000001,0.013202,0.000025,0.380367,0.015686,0.379729,0.000002,0.380344,0.000034
0.006217,0.001464,0.029535,0.000001,0.029535,0.000025,0.414547,0.016808,0.414222,0.000002,0.414323,0.000037
0.014722,0.002468,0.158272,0.000002,0.156089,0.000025,0.459572,0.016270,0.459359,0.000001,0.459102,0.000031
0.005750,0.001868,0.020021,0.000002,0.020021,0.000026,0.421479,0.016155,0.421325,0.000001,0.421403,0.000036
0.008701,0.002496,0.155773,0.000001,0.151528,0.000028,0.444523,0.016410,0.444321,0.000001,0.444115,0.000039
0.006157,0.001791,0.019931,0.000001,0.019479,0.000027,0.371767,0.016958,0.371479,0.000002,0.370687,0.000038
0.005479,0.001205,0.005479,0.000002,0.005479,0.000025,0.266199,0.014262,0.265978,0.000002,0.266440,0.000029
0.005841,0.001059,0.008776,0.000002,0.008776,0.000027,0.352577,0.015898,0.352412,0.000000,0.353240,0.000031
0.005479,0.001349,0.005630,0.000001,0.005630,0.000026,0.376355,0.016519,0.375763,0.000001,0.375773,0.000033
0.009484,0.002327,0.093858,0.000001,0.090622,0.000025,0.451968,0.017068,0.451739,0.000002,0.451540,0.000034
0.006910,0.002538,0.095499,0.000001,0.095499,0.000026,0.436406,0.016755,0.436195,0.000002,0.436302,0.000034
0.006202,0.002158,0.028617,0.000002,0.027743,0.000029,0.419520,0.016128,0.419293,0.000002,0.418565,0.000035
0.005479,0.001872,0.010116,0.000001,0.010011,0.000030,0.311493,0.014905,0.311493,0.000002,0.311469,0.000040
0.005495,0.001389,0.014963,0.000000,0.014963,0.000023,0.276876,0.014340,0.276733,0.000001,0.275923,0.000031
0.006834,0.001453,0.049451,0.000000,0.049451,0.000024,0.409694,0.016184,0.409289,0.000001,0.409440,0.000031
0.005525,0.001458,0.006232,0.000000,0.006232,0.000027,0.352908,0.016373,0.352685,0.000001,0.352532,0.000035
0.008294,0.002182,0.056917,0.000001,0.055382,0.000027,0.409462,0.015987,0.409304,0.000000,0.409243,0.000032
0.005630,0.002485,0.006112,0.000000,0.006112,0.000024,0.298497,0.014746,0.298297,0.000000,0.297737,0.000029
0.005495,0.002042,0.019569,0.000000,0.019449,0.000027,0.439781,0.015910,0.439781,0.000003,0.440476,0.000031
0.006548,0.001673,0.014873,0.000000,0.014873,0.000026,0.345370,0.015151,0.345347,0.000003,0.344867,0.000036
0.005660,0.001379,0.010056,0.000001,0.009815,0.000029,0.246087,0.014387,0.246006,0.000002,0.245139,0.000035
0.007060,0.001026,0.008294,0.000002,0.008294,0.000025,0.354088,0.014363,0.354088,0.000001,0.354744,0.000031
0.008069,0.001851,0.083637,0.000001,0.083637,0.000025,0.447463,0.015838,0.447157,0.000001,0.447031,0.000033
0.006488,0.002295,0.042737,0.000001,0.042737,0.000025,0.426872,0.015358,0.426872,0.000001,0.426988,0.000031
0.006157,0.001936,0.010402,0.000001,0.010402,0.000021,0.156678,0.012798,0.156678,0.000001,0.158121,0.000026
0.005479,0.001063,0.009755,0.000002,0.009755,0.000024,0.167567,0.012923,0.167325,0.000001,0.166625,0.000028
0.005931,0.001912,0.007075,0.000002,0.007075,0.000025,0.284705,0.013603,0.284478,0.000001,0.286005,0.000034
0.006503,0.001863,0.010041,0.000001,0.010041,0.000024,0.191427,0.013828,0.191427,0.000003,0.192104,0.000032
0.006172,0.001156,0.007707,0.000001,0.007707,0.000022,0.345306,0.015173,0.344519,0.000002,0.344280,0.000032
0.007467,0.001580,0.049797,0.000002,0.049797,0.000025,0.429705,0.015649,0.429670,0.000001,0.429668,0.000033
0.014316,0.002576,0.155954,0.000002,0.154162,0.000028,0.470061,0.015861,0.469771,0.000001,0.469572,0.000039
0.008039,0.002710,0.103477,0.000001,0.103477,0.000026,0.455958,0.016130,0.455632,0.000001,0.455330,0.000037
0.007060,0.002599,0.053063,0.000001,0.053063,0.000028,0.447810,0.016302,0.447371,0.000003,0.447907,0.000039
0.005931,0.001555,0.025531,0.000001,0.025531,0.000027,0.317883,0.015125,0.317666,0.000001,0.319435,0.000036
0.005525,0.001292,0.006654,0.000002,0.006654,0.000027,0.246915,0.015553,0.246915,0.000001,0.248381,0.000028
0.006307,0.001231,0.014963,0.000002,0.014963,0.000024,0.401695,0.016156,0.401695,0.000000,0.401628,0.000031
0.008069,0.002019,0.074364,0.000001,0.073039,0.000026,0.437943,0.016317,0.437581,0.000001,0.437763,0.000033
0.007135,0.002528,0.093151,0.000001,0.093151,0.000024,0.435038,0.016353,0.435038,0.000002,0.436413,0.000035
0.006789,0.002463,0.084736,0.000001,0.084736,0.000028,0.426591,0.016015,0.426477,0.000001,0.426221,0.000038
0.005765,0.002221,0.089026,0.000002,0.088123,0.000029,0.403489,0.015786,0.403261,0.000002,0.403627,0.000038
0.005479,0.001570,0.007105,0.000001,0.007105,0.000027,0.310127,0.014780,0.310127,0.000003,0.310275,0.000036
0.005705,0.001533,0.011621,0.000001,0.011621,0.000028,0.256895,0.014375,0.256783,0.000003,0.257356,0.000033
0.006970,0.001144,0.011260,0.000000,0.011200,0.000022,0.379666,0.015417,0.379209,0.000000,0.379552,0.000034
0.006322,0.001820,0.039621,0.000001,0.039621,0.000025,0.423007,0.016247,0.422900,0.000000,0.423139,0.000034
0.007075,0.002244,0.098886,0.000001,0.094355,0.000028,0.443104,0.016212,0.442862,0.000000,0.442157,0.000037
0.008279,0.002526,0.095574,0.000000,0.093858,0.000025,0.423834,0.015892,0.423600,0.000001,0.423530,0.000037
0.005720,0.001873,0.059431,0.000000,0.057745,0.000028,0.407835,0.016474,0.407527,0.000002,0.408150,0.000041
0.005886,0.001451,0.020111,0.000000,0.020111,0.000030,0.324611,0.015417,0.324611,0.000002,0.324860,0.000035
0.005479,0.001141,0.005886,0.000001,0.005841,0.000026,0.177101,0.013940,0.177101,0.000002,0.177216,0.000033
0.006292,0.001236,0.017914,0.000001,0.017914,0.000025,0.404739,0.015818,0.404376,0.000002,0.404739,0.000033
0.008611,0.002268,0.059491,0.000000,0.057685,0.000029,0.409169,0.016203,0.408934,0.000002,0.408809,0.000046
0.008611,0.002625,0.167018,0.000001,0.162592,0.000027,0.434789,0.016020,0.434384,0.000001,0.433723,0.000038
0.010342,0.002558,0.080205,0.000002,0.079693,0.000030,0.436870,0.016937,0.436870,0.000000,0.437522,0.000037
0.007391,0.002084,0.043836,0.000002,0.043836,0.000028,0.452712,0.016372,0.452589,0.000001,0.452928,0.000036
0.008957,0.002151,0.057865,0.000001,0.057865,0.000025,0.347511,0.015059,0.347229,0.000002,0.347634,0.000031
0.006578,0.001861,0.008219,0.000001,0.008189,0.000023,0.161512,0.012588,0.161512,0.000001,0.161458,0.000030
0.005690,0.001340,0.014180,0.000001,0.014150,0.000022,0.159036,0.013805,0.158735,0.000000,0.158890,0.000029
0.005479,0.001626,0.005479,0.000002,0.005479,0.000022,0.083264,0.012173,0.083264,0.000001,0.083000,0.000024
0.005479,0.000991,0.005479,0.000002,0.005479,0.000020,0.118039,0.012329,0.118039,0.000002,0.117688,0.000023
0.008008,0.001586,0.072949,0.000001,0.072949,0.000023,0.271667,0.013470,0.271631,0.000002,0.271521,0.000029
0.008189,0.002237,0.029414,0.000001,0.029414,0.000022,0.305699,0.013927,0.305699,0.000002,0.305720,0.000030
0.008851,0.001937,0.019299,0.000001,0.019299,0.000023,0.229786,0.013380,0.229766,0.000001,0.230993,0.000033
0.006428,0.001809,0.008340,0.000001,0.008340,0.000021,0.133964,0.012316,0.133964,0.000001,0.135156,0.000026
0.007271,0.001899,0.023498,0.000000,0.023498,0.000025,0.277476,0.015360,0.277404,0.000001,0.278545,0.000029
